Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Lecturer/Delete lecturer/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:17:43,2023-02-10 12:17:45,1.778s,PASSED
,,,,,,,
Test Cases/User/TC33_Add superadmin,Chrome 110.0.0.0,,,2023-02-10 12:17:45,2023-02-10 12:17:58,13.587s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/User""))",Chrome 110.0.0.0,,,2023-02-10 12:17:46,2023-02-10 12:17:49,3.129s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:17:49,2023-02-10 12:17:50,1.366s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:17:50,2023-02-10 12:17:52,1.096s,PASSED
"verifyElementText(findTestObject(""User/Superadmin/Add superadmin/Create Superadmin""), ""Create Superadmin"")",Chrome 110.0.0.0,,,2023-02-10 12:17:52,2023-02-10 12:17:52,0.544s,PASSED
"setText(findTestObject(""User/Superadmin/Add superadmin/Name""), ""test superadmin"")",Chrome 110.0.0.0,,,2023-02-10 12:17:52,2023-02-10 12:17:53,0.939s,PASSED
"setText(findTestObject(""User/Superadmin/Add superadmin/Email""), ""testsuperadmin@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:17:53,2023-02-10 12:17:54,1.055s,PASSED
"setText(findTestObject(""User/Superadmin/Add superadmin/Password""), ""test1234"")",Chrome 110.0.0.0,,,2023-02-10 12:17:54,2023-02-10 12:17:55,1.059s,PASSED
"setText(findTestObject(""User/Superadmin/Add superadmin/Telephone""), ""1234567890"")",Chrome 110.0.0.0,,,2023-02-10 12:17:55,2023-02-10 12:17:56,1.000s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:17:56,2023-02-10 12:17:58,2.036s,PASSED
,,,,,,,
Test Cases/User/TC34_Add superadmin tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:17:58,2023-02-10 12:18:05,7.224s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:17:59,2023-02-10 12:18:03,3.679s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:18:03,2023-02-10 12:18:04,1.059s,PASSED
"verifyElementText(findTestObject(""User/Superadmin/Add superadmin/Create Superadmin""), ""Create Superadmin"")",Chrome 110.0.0.0,,,2023-02-10 12:18:04,2023-02-10 12:18:05,0.543s,PASSED
"click(findTestObject(""User/Superadmin/Add superadmin/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:05,2023-02-10 12:18:05,0.630s,PASSED
,,,,,,,
Test Cases/User/TC35_View superadmin,Chrome 110.0.0.0,,,2023-02-10 12:18:05,2023-02-10 12:18:10,4.755s,PASSED
"click(findTestObject(""User/Moderator/View moderator/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:18:07,2023-02-10 12:18:08,1.247s,PASSED
"setText(findTestObject(""User/Superadmin/View superadmin/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:18:08,2023-02-10 12:18:09,1.008s,PASSED
"verifyElementText(findTestObject(""User/Superadmin/View superadmin/Name""), ""edit superadmin"")",Chrome 110.0.0.0,,,2023-02-10 12:18:09,2023-02-10 12:18:10,1.003s,PASSED
,,,,,,,
Test Cases/User/TC36_Edit superadmin,Chrome 110.0.0.0,,,2023-02-10 12:18:10,2023-02-10 12:18:23,12.425s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:18:11,2023-02-10 12:18:13,1.151s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:18:13,2023-02-10 12:18:14,0.992s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:14,2023-02-10 12:18:15,1.115s,PASSED
"clearText(findTestObject(""User/Superadmin/Edit superadmin/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:18:15,2023-02-10 12:18:15,0.583s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Name""), ""edit superadmin baru"")",Chrome 110.0.0.0,,,2023-02-10 12:18:15,2023-02-10 12:18:16,1.034s,PASSED
"clearText(findTestObject(""User/Superadmin/Edit superadmin/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:18:16,2023-02-10 12:18:17,0.584s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Email""), ""editsuperadminbaru@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:18:17,2023-02-10 12:18:18,1.074s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Password""), ""ubah123"")",Chrome 110.0.0.0,,,2023-02-10 12:18:18,2023-02-10 12:18:19,0.984s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:18:19,2023-02-10 12:18:20,0.648s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Telephone""), ""0987654321"")",Chrome 110.0.0.0,,,2023-02-10 12:18:20,2023-02-10 12:18:21,0.985s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:21,2023-02-10 12:18:23,2.032s,PASSED
,,,,,,,
Test Cases/User/TC37_Edit superadmin dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:18:23,2023-02-10 12:18:33,10.029s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:18:24,2023-02-10 12:18:28,3.654s,PASSED
"setText(findTestObject(""User/Superadmin/Edit superadmin/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:18:28,2023-02-10 12:18:29,0.954s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:29,2023-02-10 12:18:30,1.602s,PASSED
"clearText(findTestObject(""User/Superadmin/Edit superadmin/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:18:30,2023-02-10 12:18:31,0.587s,PASSED
"clearText(findTestObject(""User/Superadmin/Edit superadmin/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:18:31,2023-02-10 12:18:31,0.580s,PASSED
"clearText(findTestObject(""User/Superadmin/Edit superadmin/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:18:31,2023-02-10 12:18:32,0.624s,PASSED
"click(findTestObject(""User/Superadmin/Edit superadmin/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:32,2023-02-10 12:18:33,0.582s,PASSED
,,,,,,,
Test Cases/User/TC38_Delete superadmin,Chrome 110.0.0.0,,,2023-02-10 12:18:33,2023-02-10 12:18:37,4.769s,FAILED
"click(findTestObject(""User/Superadmin/Delete superadmin/Superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:18:34,2023-02-10 12:18:36,1.291s,PASSED
"setText(findTestObject(""User/Superadmin/Delete superadmin/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:18:36,2023-02-10 12:18:37,1.023s,PASSED
"click(findTestObject(""z test/Delete3/Delete button superadmin""))",Chrome 110.0.0.0,,,2023-02-10 12:18:37,2023-02-10 12:18:37,0.853s,FAILED
,,,,,,,
Test Cases/User/TC39_Add moderator,Chrome 110.0.0.0,,,2023-02-10 12:18:37,2023-02-10 12:18:47,9.954s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:18:39,2023-02-10 12:18:40,1.250s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:18:40,2023-02-10 12:18:41,1.089s,PASSED
"verifyElementText(findTestObject(""User/Moderator/Add moderator/Create Moderator""), ""Create Moderator"")",Chrome 110.0.0.0,,,2023-02-10 12:18:41,2023-02-10 12:18:42,0.557s,PASSED
"setText(findTestObject(""User/Moderator/Add moderator/Name""), ""test moderator"")",Chrome 110.0.0.0,,,2023-02-10 12:18:42,2023-02-10 12:18:43,1.003s,PASSED
"setText(findTestObject(""User/Moderator/Add moderator/Email""), ""testmoderator@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:18:43,2023-02-10 12:18:44,1.024s,PASSED
"setText(findTestObject(""User/Moderator/Add moderator/Password""), ""test1234"")",Chrome 110.0.0.0,,,2023-02-10 12:18:44,2023-02-10 12:18:45,0.948s,PASSED
"setText(findTestObject(""User/Moderator/Add moderator/Telephone""), ""1234567890"")",Chrome 110.0.0.0,,,2023-02-10 12:18:45,2023-02-10 12:18:45,0.978s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:45,2023-02-10 12:18:47,1.891s,PASSED
,,,,,,,
Test Cases/User/TC40_Add moderator tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:18:47,2023-02-10 12:18:55,7.279s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:18:49,2023-02-10 12:18:52,3.605s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:18:52,2023-02-10 12:18:54,1.164s,PASSED
"verifyElementText(findTestObject(""User/Moderator/Add moderator/Create Moderator""), ""Create Moderator"")",Chrome 110.0.0.0,,,2023-02-10 12:18:54,2023-02-10 12:18:54,0.540s,PASSED
"click(findTestObject(""User/Moderator/Add moderator/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:18:54,2023-02-10 12:18:55,0.577s,PASSED
,,,,,,,
Test Cases/User/TC41_View moderator,Chrome 110.0.0.0,,,2023-02-10 12:18:55,2023-02-10 12:19:00,4.810s,PASSED
"click(findTestObject(""User/Moderator/View moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:18:56,2023-02-10 12:18:58,1.240s,PASSED
"setText(findTestObject(""User/Moderator/View moderator/Search""), ""Fauzi"")",Chrome 110.0.0.0,,,2023-02-10 12:18:58,2023-02-10 12:18:59,1.023s,PASSED
"verifyElementText(findTestObject(""User/Moderator/View moderator/Name""), ""Fauzi"")",Chrome 110.0.0.0,,,2023-02-10 12:18:59,2023-02-10 12:19:00,0.969s,PASSED
,,,,,,,
Test Cases/User/TC42_Edit moderator,Chrome 110.0.0.0,,,2023-02-10 12:19:00,2023-02-10 12:19:12,12.820s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:19:01,2023-02-10 12:19:02,1.147s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:19:02,2023-02-10 12:19:03,1.060s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:03,2023-02-10 12:19:04,1.545s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:19:04,2023-02-10 12:19:05,0.573s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Name""), ""edit moderator baru"")",Chrome 110.0.0.0,,,2023-02-10 12:19:05,2023-02-10 12:19:06,0.997s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:19:06,2023-02-10 12:19:07,0.610s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Email""), ""editmoderatorbaru@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:19:07,2023-02-10 12:19:08,1.011s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Password""), ""ubah123"")",Chrome 110.0.0.0,,,2023-02-10 12:19:08,2023-02-10 12:19:09,0.958s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:19:09,2023-02-10 12:19:09,0.637s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Telephone""), ""08231234567"")",Chrome 110.0.0.0,,,2023-02-10 12:19:09,2023-02-10 12:19:10,0.991s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:10,2023-02-10 12:19:12,2.099s,PASSED
,,,,,,,
Test Cases/User/TC43_Edit moderator dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:19:12,2023-02-10 12:19:23,10.361s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:19:14,2023-02-10 12:19:17,3.488s,PASSED
"setText(findTestObject(""User/Moderator/Edit moderator/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:19:17,2023-02-10 12:19:19,1.150s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:19,2023-02-10 12:19:20,1.637s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:19:20,2023-02-10 12:19:21,0.644s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:19:21,2023-02-10 12:19:21,0.658s,PASSED
"clearText(findTestObject(""User/Moderator/Edit moderator/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:19:21,2023-02-10 12:19:22,0.623s,PASSED
"click(findTestObject(""User/Moderator/Edit moderator/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:22,2023-02-10 12:19:23,0.594s,PASSED
,,,,,,,
Test Cases/User/TC44_Delete moderator,Chrome 110.0.0.0,,,2023-02-10 12:19:23,2023-02-10 12:19:30,6.932s,PASSED
"click(findTestObject(""User/Moderator/Delete moderator/Moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:19:24,2023-02-10 12:19:26,1.316s,PASSED
"setText(findTestObject(""User/Moderator/Delete moderator/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:19:26,2023-02-10 12:19:27,1.064s,PASSED
"click(findTestObject(""z test/Delete3/Delete button moderator""))",Chrome 110.0.0.0,,,2023-02-10 12:19:27,2023-02-10 12:19:28,0.709s,PASSED
"click(findTestObject(""User/Moderator/Delete moderator/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:28,2023-02-10 12:19:30,2.103s,PASSED
,,,,,,,
Test Cases/User/TC45_Add participant,Chrome 110.0.0.0,,,2023-02-10 12:19:30,2023-02-10 12:19:46,16.185s,PASSED
"click(findTestObject(""User/Participant/Add participant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:19:31,2023-02-10 12:19:35,3.529s,PASSED
"click(findTestObject(""User/Participant/Add participant/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:19:35,2023-02-10 12:19:36,1.351s,PASSED
"verifyElementText(findTestObject(""User/Participant/Add participant/Create Participant""), ""Create Participant"")",Chrome 110.0.0.0,,,2023-02-10 12:19:36,2023-02-10 12:19:37,0.601s,PASSED
"setText(findTestObject(""User/Participant/Add participant/Name""), ""test participant"")",Chrome 110.0.0.0,,,2023-02-10 12:19:37,2023-02-10 12:19:38,1.118s,PASSED
"setText(findTestObject(""User/Participant/Add participant/Email""), ""testparticipant@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:19:38,2023-02-10 12:19:39,1.158s,PASSED
"setText(findTestObject(""User/Participant/Add participant/Password""), ""test1234"")",Chrome 110.0.0.0,,,2023-02-10 12:19:39,2023-02-10 12:19:40,1.122s,PASSED
"setText(findTestObject(""User/Participant/Add participant/Student ID""), ""1234"")",Chrome 110.0.0.0,,,2023-02-10 12:19:40,2023-02-10 12:19:41,1.090s,PASSED
"setText(findTestObject(""User/Participant/Add participant/College Origin""), ""malang"")",Chrome 110.0.0.0,,,2023-02-10 12:19:41,2023-02-10 12:19:42,1.127s,PASSED
"setText(findTestObject(""User/Participant/Add participant/Telephone""), ""1234567890"")",Chrome 110.0.0.0,,,2023-02-10 12:19:42,2023-02-10 12:19:44,1.111s,PASSED
"click(findTestObject(""User/Participant/Add participant/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:44,2023-02-10 12:19:46,2.298s,PASSED
,,,,,,,
Test Cases/User/TC46_Add participant tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:19:46,2023-02-10 12:19:53,7.542s,PASSED
"click(findTestObject(""User/Participant/Add participant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:19:47,2023-02-10 12:19:51,3.484s,PASSED
"click(findTestObject(""User/Participant/Add participant/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:19:51,2023-02-10 12:19:52,1.253s,PASSED
"verifyElementText(findTestObject(""User/Participant/Add participant/Create Participant""), ""Create Participant"")",Chrome 110.0.0.0,,,2023-02-10 12:19:52,2023-02-10 12:19:53,0.616s,PASSED
"click(findTestObject(""User/Participant/Add participant/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:19:53,2023-02-10 12:19:53,0.613s,PASSED
,,,,,,,
Test Cases/User/TC47_View participant,Chrome 110.0.0.0,,,2023-02-10 12:19:53,2023-02-10 12:19:58,4.912s,PASSED
"click(findTestObject(""User/Participant/View perticipant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:19:55,2023-02-10 12:19:56,1.268s,PASSED
"setText(findTestObject(""User/Participant/View perticipant/Search""), ""alif"")",Chrome 110.0.0.0,,,2023-02-10 12:19:56,2023-02-10 12:19:57,1.151s,PASSED
"verifyElementText(findTestObject(""User/Participant/View perticipant/Name""), ""Alif Fadil Syaifullah"")",Chrome 110.0.0.0,,,2023-02-10 12:19:57,2023-02-10 12:19:58,0.978s,PASSED
,,,,,,,
Test Cases/User/TC48_Edit participant,Chrome 110.0.0.0,,,2023-02-10 12:19:58,2023-02-10 12:20:15,16.587s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:20:00,2023-02-10 12:20:01,1.196s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:20:01,2023-02-10 12:20:02,1.089s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:02,2023-02-10 12:20:04,1.714s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Name""), STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-10 12:20:04,2023-02-10 12:20:04,0.663s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Name""), ""edit participant baru"")",Chrome 110.0.0.0,,,2023-02-10 12:20:04,2023-02-10 12:20:05,1.061s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:20:05,2023-02-10 12:20:06,0.625s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Email""), ""editparticipantbaru@gmail.com"")",Chrome 110.0.0.0,,,2023-02-10 12:20:06,2023-02-10 12:20:07,1.053s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Password""), ""test1234"")",Chrome 110.0.0.0,,,2023-02-10 12:20:07,2023-02-10 12:20:08,1.010s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Student ID""))",Chrome 110.0.0.0,,,2023-02-10 12:20:08,2023-02-10 12:20:09,0.611s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Student ID""), ""123123"")",Chrome 110.0.0.0,,,2023-02-10 12:20:09,2023-02-10 12:20:10,0.921s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/College Origin""))",Chrome 110.0.0.0,,,2023-02-10 12:20:10,2023-02-10 12:20:10,0.589s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/College Origin""), ""Malang"")",Chrome 110.0.0.0,,,2023-02-10 12:20:10,2023-02-10 12:20:11,0.974s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:20:11,2023-02-10 12:20:12,0.639s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Telephone""), ""08231234567"")",Chrome 110.0.0.0,,,2023-02-10 12:20:12,2023-02-10 12:20:13,0.969s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:13,2023-02-10 12:20:15,2.097s,PASSED
,,,,,,,
Test Cases/User/TC49_Edit participant dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:20:15,2023-02-10 12:20:26,11.461s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:20:16,2023-02-10 12:20:20,3.470s,PASSED
"setText(findTestObject(""User/Participant/Edit participant/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:20:20,2023-02-10 12:20:21,1.129s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:21,2023-02-10 12:20:23,1.632s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Name""), STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-10 12:20:23,2023-02-10 12:20:23,0.637s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Email""))",Chrome 110.0.0.0,,,2023-02-10 12:20:23,2023-02-10 12:20:24,0.606s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Student ID""))",Chrome 110.0.0.0,,,2023-02-10 12:20:24,2023-02-10 12:20:25,0.572s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/College Origin""))",Chrome 110.0.0.0,,,2023-02-10 12:20:25,2023-02-10 12:20:25,0.618s,PASSED
"clearText(findTestObject(""User/Participant/Edit participant/Telephone""))",Chrome 110.0.0.0,,,2023-02-10 12:20:25,2023-02-10 12:20:26,0.606s,PASSED
"click(findTestObject(""User/Participant/Edit participant/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:26,2023-02-10 12:20:26,0.632s,PASSED
,,,,,,,
Test Cases/User/TC50_Delete participant,Chrome 110.0.0.0,,,2023-02-10 12:20:26,2023-02-10 12:20:34,7.105s,PASSED
"click(findTestObject(""User/Participant/Delete participant/Participant""))",Chrome 110.0.0.0,,,2023-02-10 12:20:28,2023-02-10 12:20:29,1.298s,PASSED
"setText(findTestObject(""User/Participant/Delete participant/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:20:29,2023-02-10 12:20:30,1.069s,PASSED
"click(findTestObject(""z test/Delete3/Delete button participant""))",Chrome 110.0.0.0,,,2023-02-10 12:20:30,2023-02-10 12:20:31,1.093s,PASSED
"click(findTestObject(""User/Participant/Delete participant/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:31,2023-02-10 12:20:34,2.054s,PASSED
,,,,,,,
Test Cases/Project/TC51_View event di project,Chrome 110.0.0.0,,,2023-02-10 12:20:34,2023-02-10 12:20:40,6.577s,PASSED
"click(findTestObject(""Project/View event/Project""))",Chrome 110.0.0.0,,,2023-02-10 12:20:35,2023-02-10 12:20:38,3.466s,PASSED
"setText(findTestObject(""Project/View event/Search""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:20:38,2023-02-10 12:20:40,1.179s,PASSED
"verifyElementText(findTestObject(""Project/View event/event""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:20:40,2023-02-10 12:20:40,0.562s,PASSED
,,,,,,,
Test Cases/Project/TC52_Add project,Chrome 110.0.0.0,,,2023-02-10 12:20:40,2023-02-10 12:21:21,41.274s,FAILED
"click(findTestObject(""Project/Add project/List Projects button""))",Chrome 110.0.0.0,,,2023-02-10 12:20:41,2023-02-10 12:20:43,1.173s,PASSED
"click(findTestObject(""Project/Add project/Add Item""))",Chrome 110.0.0.0,,,2023-02-10 12:20:43,2023-02-10 12:20:45,1.966s,PASSED
"verifyElementText(findTestObject(""Project/Add project/Create Project""), ""Create Project"")",Chrome 110.0.0.0,,,2023-02-10 12:20:45,2023-02-10 12:20:45,0.569s,PASSED
"setText(findTestObject(""Project/Add project/Title""), ""test project"")",Chrome 110.0.0.0,,,2023-02-10 12:20:45,2023-02-10 12:20:46,1.047s,PASSED
"click(findTestObject(""Project/Add project/Choose category""))",Chrome 110.0.0.0,,,2023-02-10 12:20:46,2023-02-10 12:20:47,0.686s,PASSED
"setText(findTestObject(""Project/Add project/Search category""), ""UI"")",Chrome 110.0.0.0,,,2023-02-10 12:20:47,2023-02-10 12:20:48,0.969s,PASSED
"sendKeys(findTestObject(""Project/Add project/Search category""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:20:48,2023-02-10 12:20:48,0.550s,PASSED
"setText(findTestObject(""Project/Add project/Desc""), ""ini adalah deskripsi"")",Chrome 110.0.0.0,,,2023-02-10 12:20:48,2023-02-10 12:20:50,1.215s,PASSED
"uploadFile(findTestObject(""Project/Add project/Poster""), ""C:\FILE\TA\logo.png"")",Chrome 110.0.0.0,,,2023-02-10 12:20:50,2023-02-10 12:21:21,31.784s,FAILED
,,,,,,,
Test Cases/Project/TC53_Add project tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:21:21,2023-02-10 12:21:31,9.380s,PASSED
"click(findTestObject(""Project/Add project/Project""))",Chrome 110.0.0.0,,,2023-02-10 12:21:23,2023-02-10 12:21:24,1.268s,PASSED
"setText(findTestObject(""Project/View event/Search""), ""1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:21:24,2023-02-10 12:21:25,1.125s,PASSED
"click(findTestObject(""Project/Add project/List Projects button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:25,2023-02-10 12:21:27,1.797s,PASSED
"click(findTestObject(""Project/Add project/Add Item""))",Chrome 110.0.0.0,,,2023-02-10 12:21:27,2023-02-10 12:21:29,1.975s,PASSED
"verifyElementText(findTestObject(""Project/Add project/Create Project""), ""Create Project"")",Chrome 110.0.0.0,,,2023-02-10 12:21:29,2023-02-10 12:21:29,0.587s,PASSED
"scrollToElement(findTestObject(""Project/Add project/Submit button""), 0)",Chrome 110.0.0.0,,,2023-02-10 12:21:29,2023-02-10 12:21:30,0.543s,PASSED
"click(findTestObject(""Project/Add project/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:30,2023-02-10 12:21:31,0.637s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:21:31,2023-02-10 12:21:31,0.129s,PASSED
,,,,,,,
Test Cases/Project/TC54_View project,Chrome 110.0.0.0,,,2023-02-10 12:21:31,2023-02-10 12:21:38,7.638s,PASSED
"setText(findTestObject(""Project/View project/Search""), ""MLBB"")",Chrome 110.0.0.0,,,2023-02-10 12:21:32,2023-02-10 12:21:33,1.053s,PASSED
"verifyElementText(findTestObject(""Project/View project/Title""), ""MLBB game information website"")",Chrome 110.0.0.0,,,2023-02-10 12:21:33,2023-02-10 12:21:34,1.121s,PASSED
"click(findTestObject(""Project/View project/Detail button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:34,2023-02-10 12:21:36,2.022s,PASSED
